103,260
418,228
801,341
964,387
761,54
626,370
639,135
902,138
168,126
915,322
372,238
111,60
753,97
877,391
352,294
320,222
301,347
476,248
757,491
285,26
696,129
723,285
261,185
894,401
429,250
971,495
335,189
713,194
51,168
701,490
82,100
441,45
962,102
539,491
584,328
417,494
742,333
355,88
108,210
385,209
442,449
323,376
308,172
720,77
910,266
157,333
671,91
399,383
490,281
556,480
350,291
892,190
896,102
925,125
999,91
595,175
325,481
495,394
765,328
278,76
319,367
579,42
601,123
407,297
360,40
555,428
492,49
432,463
697,376
286,38
353,292
825,398
279,363
698,432
111,205
618,348
762,315
497,60
701,372
868,195
768,370
172,165
676,253
763,385
102,326
130,498
504,343
446,223
663,4
953,482
231,185
517,456
818,1
835,63
63,463
818,233
735,13
59,21
444,364
128,316
42,62
13,454
199,159
431,282
303,94
0,376
319,11
221,274
83,395
447,468
404,80
53,82
97,220
867,130
574,89
68,7
682,207
762,32
514,145
998,434
843,305
347,218
189,340
181,103
682,135
31,453
166,290
514,487
489,198
649,66
656,224
681,51
177,216
870,485
365,3
377,313
304,447
350,433
963,374
353,383
971,259
808,164
658,113
60,39
924,336
297,48
548,462
909,383
540,255
509,54
668,121
867,276
593,127
892,307
655,461
30,397
609,5
334,163
693,265
39,355
61,66
343,396
992,154
819,376
431,10
531,314
210,57
369,14
235,81
634,118
779,315
55,142
401,127
605,160
737,71
824,211
369,381
38,291
462,340
928,262
925,274
556,389
709,222
213,421
882,284
324,433
445,175
152,330
278,19
712,338
796,127
210,170
275,451
428,327
876,233
751,292
154,463
283,259
688,337
461,441
801,102
622,404
775,150
61,148
165,354
381,274
984,316
601,341
616,64
955,66
724,112
684,195
923,345
485,136
191,252
556,484
444,273
227,443
975,94
899,417
393,296
574,290
187,374
1,68
779,390
48,467
580,438
651,143
548,412
38,213
558,243
39,296
512,214
40,183
616,443
733,500
719,161
703,399
815,30
847,138
977,464
830,394
215,410
897,55
152,368
578,348
202,101
25,473
465,66
162,262
621,419
271,411
282,48
838,54
186,467
238,392
973,226
291,191
904,153
545,25
579,445
844,427
925,478
926,113
698,127
274,162
660,333
414,168
535,439
989,146
518,13
66,142
756,355
561,474
885,50
247,242
779,186
946,393
652,347
458,410
576,298
871,306
752,230
29,147
466,149
458,155
33,285
600,287
33,305
781,459
289,93
783,161
393,285
718,418
867,179
130,200
254,187
563,210
229,276
480,445
718,453
423,321
134,366
34,356
545,258
723,283
512,439
86,432
220,252
5,490
774,2
369,97
529,425
883,310
503,63
899,26
375,73
256,225
576,113
190,73
496,363
406,489
726,235
695,43
941,461
978,134
505,101
779,155
12,22
171,166
1,438
227,386
698,267
659,241
781,401
360,109
505,484
179,173
230,285
526,292
915,222
731,456
881,55
981,158
204,405
895,423
41,193
571,388
691,404
570,147
592,274
778,69
865,410
31,279
878,210
536,429
567,68
258,478
512,277
746,267
20,481
819,67
330,253
391,136
213,324
978,5
605,261
234,100
483,6
771,31
57,478
512,166
32,147
364,323
35,90
606,42
513,60
546,412
168,165
427,168
405,195
23,1
56,478
780,240
427,167
694,165
43,24
426,300
280,447
308,359
647,287
701,275
30,208
265,77
351,461
268,250
526,145
701,18
332,251
226,383
286,292
211,114
192,320
787,23
363,44
376,146
46,43
860,141
584,290
572,82
347,362
605,339
516,350
695,237
991,35
266,45
224,341
557,172
980,10
957,339
342,30
834,481
37,422
270,385
67,406
678,295
64,179
3,234
341,342
922,144
396,483
447,343
460,441
185,233
179,143
550,147
20,465
815,450
313,257
623,99
434,377
869,101
242,65
312,112
922,217
554,29
159,85
941,113
503,438
219,36
993,83
418,172
426,100
587,475
652,43
907,146
329,296
987,310
733,163
530,445
978,82
51,402
964,84
521,103
732,142
134,5
627,313
139,374
44,37
394,322
476,8
671,423
733,342
709,296
165,142
653,184
750,183
968,333
487,233
566,8
456,7
135,437
107,217
575,408
85,2
503,313
347,177
582,465
938,146
367,126
791,57
451,19
629,78
775,97
588,115
632,25
78,335
123,474
542,455
913,107
274,360
951,424
311,238
812,413
955,252
684,308
197,224
474,467
609,444
906,35
823,151
107,337
443,431
820,494
744,464
22,358
670,336
790,209
162,33
718,487
12,403
881,298
300,276
389,327
62,429
366,41
61,248
668,289
939,399
494,275
525,52
408,267
893,224
720,257
794,452
695,395
963,285
394,208
400,428
424,269
97,186
566,448
8,390
638,289
721,491
487,323
250,322
77,7
389,433
537,165
306,127
867,344
537,108
91,483
94,340
744,437
885,141
120,301
829,266
686,81
105,439
977,85
985,490
400,1
663,379
372,4
61,433
470,431
925,414
920,477
360,169
216,89
991,318
166,259
688,107
366,212
376,391
265,414
39,121
422,3
290,230
862,441
457,230
365,151
376,89
108,248
819,27
172,99
483,83
949,158
789,70
932,279
410,238
995,72
505,274
938,494
343,470
699,375
873,403
427,65
545,266
981,299
796,336
504,235
524,135
337,346
865,198
355,141
178,290
426,449
185,313
416,449
549,326
463,339
393,471
885,493
201,161
437,94
789,227
217,227
510,486
885,119
526,295
488,379
844,333
764,351
180,311
524,353
862,244
485,362
173,23
125,474
39,50
288,66
756,337
738,332
335,75
143,194
641,106
677,481
205,453
475,64
559,187
555,130
630,218
938,77
56,402
913,297
93,297
964,145
147,16
263,453
248,128
553,461
167,346
168,306
425,384
428,79
220,38
920,448
450,10
770,270
192,180
852,234
247,261
827,145
56,60
805,464
391,147
248,450
242,432
717,23
707,363
499,348
425,87
375,70
637,442
457,311
8,422
779,272
882,92
106,196
413,155
399,402
328,449
143,12
207,135
582,304
672,422
867,120
993,87
965,173
636,59
139,195
484,47
992,185
82,137
29,356
760,280
353,267
6,278
108,103
179,359
737,156
203,289
25,217
815,193
268,80
171,481
851,338
376,376
65,182
634,111
384,268
11,276
431,302
206,274
361,311
544,49
857,184
465,456
121,369
209,289
794,408
613,60
214,473
440,216
249,134
110,220
286,325
684,1
726,340
931,413
19,13
556,88
67,40
333,427
663,443
57,324
379,257
982,236
976,434
368,4
645,51
867,438
501,145
286,299
281,141
418,95
334,183
417,109
929,135
996,282
319,154
909,409
489,350
107,101
717,483
964,318
840,193
589,250
543,18
756,40
996,220
255,76
781,23
5,495
489,306
321,49
76,1
160,136
834,240
416,403
760,234
568,9
86,298
751,140
928,342
20,351
580,454
172,268
326,312
323,406
446,293
393,467
276,365
598,434
522,15
760,109
839,33
704,134
3,456
166,352
94,479
993,337
780,2
320,254
867,262
758,387
253,59
408,154
40,183
218,307
115,90
592,265
204,47
809,483
44,287
261,294
219,120
759,212
128,305
837,120
473,193
724,198
177,133
201,396
247,396
514,169
467,282
283,165
771,137
13,444
556,208
736,302
189,101
33,272
444,307
95,84
668,225
576,433
990,491
432,406
60,11
681,254
869,75
614,455
194,261
289,4
959,435
197,272
469,91
613,208
21,252
651,472
967,331
493,462
384,460
882,464
354,343
947,462
389,168
716,5
611,105
889,107
282,436
622,483
58,420
998,40
398,115
861,410
487,161
881,353
196,261
387,258
542,371
876,244
344,18
930,420
684,183
386,434
864,174
463,497
695,90
112,121
987,441
392,31
672,217
559,469
469,122
366,60
860,72
976,120
377,157
243,8
63,169
118,296
661,154
709,36
159,415
791,406
177,313
921,143
854,70
163,410
327,438
288,210
184,163
803,191
140,412
476,249
88,366
186,289
605,440
907,205
879,109
367,467
283,456
315,422
245,204
353,9
519,286
484,380
69,193
961,112
989,444
737,63
461,438
851,138
85,439
286,341
803,335
428,49
149,6
2,444
448,319
341,133
751,406
198,406
320,208
838,384
761,441
749,426
416,326
179,367
184,312
833,378
174,106
210,179
259,94
180,257
349,104
987,138
717,221
340,27
133,50
54,306
379,38
100,398
654,44
751,182
818,142
177,229
686,468
629,382
538,477
794,256
589,117
694,185
725,480
815,421
952,214
645,318
487,324
771,478
771,450
908,486
743,179
370,118
773,107
537,313
733,327
131,211
415,144
988,294
721,42
814,470
421,24
679,493
266,234
230,304
907,239
460,272
572,189
991,257
48,345
266,37
896,196
872,72
582,100
944,263
167,380
426,240
751,361
56,390
863,350
456,446
489,375
893,90
140,496
989,410
875,28
509,1
615,255
896,289
741,281
191,299
355,78
218,149
203,451
404,418
474,245
885,54
546,142
970,371
51,317
79,332
617,135
20,153
655,376
413,236
433,183
763,179
815,136
728,310
965,500
864,260
983,210
634,114
762,328
54,168
406,480
809,285
144,422
420,426
627,5
787,94
958,91
641,101
697,237
272,15
793,82
542,308
139,35
883,447
749,329
855,172
112,352
720,459
354,318
761,487
71,332
647,475
320,475
733,396
764,322
439,48
418,7
523,163
161,153
299,61
767,238
807,380
493,395
56,496
555,469
192,268
696,489
76,271
418,109
779,477
308,250
176,317
406,350
67,433
69,439
679,348
363,406
124,151
313,326
92,358
513,161
739,170
601,6
343,198
185,100
575,31
150,494
760,162
311,160
715,156
796,235
106,52
702,437
73,449
505,364
313,98
159,85
247,189
790,445
820,284
25,84
6,219
197,162
523,110
881,243
877,418
721,270
793,113
164,7
682,387
312,71
738,420
512,17
25,255
428,330
86,385
30,137
338,64
629,253
460,91
914,309
279,103
400,259
143,374
41,204
730,60
83,188
916,264
265,405
587,59
493,215
113,200
556,399
440,70
810,192
840,71
612,40
235,22
141,204
625,245
800,308
351,409
940,314
363,246
277,269
931,242
607,458
691,115
630,418
852,274
417,147
746,156
845,138
246,187
53,150
202,256
446,444
916,389
993,126
497,190
386,162
491,66
718,151
389,388
17,355
427,203
885,366
270,72
142,478
261,271
771,24
591,261
983,151
757,76
421,96
717,296
530,214
281,447
68,439
605,81
409,349
935,406
298,468
994,208
470,108
306,337
659,215
484,362
551,496
950,415
101,243
329,324
434,287
63,67
455,38
143,272
682,212
246,310
613,437
407,280
920,493
795,21
153,427
820,204
906,461
931,101
571,96
977,137
606,276
3,113
930,116
686,198
575,172
834,151
897,71
36,68
231,91
955,96
410,288
691,403
699,102
696,223
429,219
450,301
946,373
463,126
850,260
407,259
733,145
905,310
906,144
386,264
776,116
117,313
617,385
166,391
143,225
665,220
246,319
456,126
674,154
873,288
441,139
997,387
224,263
493,231
156,256
360,352
351,491
839,337
683,330
745,52
194,275
130,156
251,109
246,349
457,395
276,375
645,493
357,470
716,319
788,324
500,121
191,100
96,99
284,307
162,385
31,362
120,117
887,72
663,449
97,330
620,33
931,225
362,481
299,304
893,132
176,495
85,61
982,471
38,147
383,252
564,440
573,229
164,358
524,480
438,38
692,254
495,351
620,249
674,216
610,340
710,461
751,352
339,364
983,263
470,488
318,167
316,415
846,189
19,446
653,402
20,357
67,183
853,497
458,284
75,21
670,464
244,272
19,242
763,52
414,398
484,39
956,240
983,424
238,189
745,453
374,356
614,338
404,377
484,451
881,412
720,61
244,471
603,465
2,69
151,179
928,210
156,453
133,264
792,177
123,47
722,75
940,318
703,136
728,78
606,5
860,101
798,48
175,76
151,310
311,137
205,261
713,377
73,313
76,78
411,386
502,229
770,412
873,95
683,304
414,361
912,491
809,262
999,262
388,460
500,432
430,480
121,108
244,240
385,302
135,295
572,445
118,460
708,429
50,19
263,282
399,206
613,189
419,259
921,114
663,7
389,268
626,359
253,250
973,327
614,99
593,370
408,336
293,60
661,397
363,451
862,69
42,412
411,168
22,341
383,469
307,82
759,13
249,444
415,467
313,310
461,437
678,103
41,255
295,402
409,147
753,270
20,198
801,25
652,211
54,99
46,302
957,387
710,479
934,138
315,452
556,325
73,329
530,263
614,36
273,192
764,477
526,492
325,237
848,123
693,418
575,353
113,470
216,31
173,418
917,450
203,45
849,312
192,236
545,473
544,445
814,394
234,359
399,358
646,57
756,307
578,117
301,156
388,21
128,393
658,346
314,483
317,90
349,127
580,476
383,205
357,234
139,310
358,487
417,79
770,319
680,253
567,168
692,15
251,354
195,35
351,468
785,466
356,402
779,469
106,339
760,332
96,8
340,347
93,362
590,300
53,478
697,257
447,488
848,295
99,391
514,240
409,318
422,198
980,78
520,84
38,336
792,394
821,451
180,305
755,185
124,200
235,251
747,111
639,39
461,391
55,177
124,283
252,10
949,91
826,469
47,386
467,155
123,314
65,467
183,91
716,283
469,216
505,66
489,115
379,63
631,324
91,155
810,174
875,123
90,222
649,409
13,437
655,205
366,204
238,179
930,470
955,432
39,35
434,359
895,457
455,31
35,309
68,415
475,243
747,473
841,30
285,395
917,267
908,316
323,485
3,196
289,223
885,372
564,357
866,61
570,101
854,303
603,98
236,357
617,156
257,324
22,31
682,386
68,201
327,226
119,464
825,290
911,448
102,87
226,263
510,137
158,22
486,399
556,392
665,159
72,27
390,404
677,474
621,284
893,251
27,213
54,233
206,24
313,22
226,134
907,364
57,50
606,10
753,211
354,74
71,319
61,369
377,382
458,7
521,294
189,341
990,95
885,413
445,115
866,161
668,211
925,249
135,97
151,275
388,408
538,280
568,133
59,34
796,369
393,344
163,123
608,495
794,187
14,175
722,330
374,25
434,8
643,321
308,150
636,462
66,256
302,271
2,487
815,426
117,476
158,396
141,401
545,37
292,142
518,448
426,326
915,282
846,176
801,228
741,81
850,24
761,493
203,247
616,271
485,85
534,197
566,144
885,33
212,182
968,218
730,419
735,171
963,64
69,23
434,279
557,189
364,435
875,18
542,262
359,89
784,314
755,95
427,266
646,190
462,420
306,1
540,404
751,397
674,87
794,449
860,409
849,367
519,300
933,79
393,295
698,459
389,147
626,359
762,286
517,426
443,41
437,105
489,184
398,55
213,162
19,247
842,287
227,210
782,479
531,489
505,255
661,15
111,258
397,183
384,146
12,62
302,371
726,408
110,478
998,97
231,3
858,383
584,300
417,163
846,492
304,122
843,340
812,329
970,89
785,145
47,121
33,281
836,124
705,281
645,3
37,241
989,400
820,263
554,200
630,482
283,78
106,100
993,54
491,195
691,454
786,164
108,244
40,424
72,133
818,16
844,334
999,433
386,382
45,266
668,76
759,450
160,107
547,305
97,395
767,91
798,287
924,159
804,329
363,131
559,146
404,110
717,16
870,138
283,190
888,208
234,127
686,232
457,102
400,291
654,78
708,437
190,162
147,449
681,468
272,13
828,287
437,213
670,404
656,75
564,430
419,489
680,474
601,384
387,118
420,1
371,368
364,342
152,236
914,127
417,36
874,103
268,296
15,431
762,438
328,277
472,463
72,13
42,360
259,129
330,424
621,160
190,91
21,154
896,245
230,490
966,117
182,329
874,281
95,298
116,115
138,360
115,205
700,128
220,1
529,20
97,457
261,346
994,423
674,269
56,357
979,259
918,167
254,138
707,46
440,480
170,182
595,443
595,215
299,267
898,310
182,137
388,59
513,460
314,491
143,222
151,403
332,224
715,488
264,371
522,430
104,37
639,367
814,103
409,59
72,233
808,394
334,43
225,91
213,171
388,307
696,94
743,169
927,295
843,397
120,356
276,283
665,315
398,55
111,64
435,132
712,42
66,302
821,375
641,101
156,230
187,319
786,12
980,390
166,131
529,424
936,344
228,35
928,211
437,290
915,273
773,281
479,374
276,5
464,17
994,289
484,257
691,36
760,246
675,365
422,380
0,28
662,300
679,60
153,202
239,58
44,71
922,192
497,317
466,184
394,96
768,387
383,112
487,326
983,301
215,100
290,171
782,154
621,272
473,92
799,447
16,278
352,130
887,299
146,20
664,285
255,233
230,258
218,495
205,140
762,228
21,329
576,38
262,409
193,427
205,232
567,17
188,147
803,413
735,27
725,337
323,499
892,276
705,468
696,247
976,302
316,13
425,337
626,407
524,73
63,82
719,492
837,142
7,95
559,221
311,205
695,2
197,443
316,436
284,108
871,207
548,481
684,73
854,216
213,281
747,495
674,265
845,144
757,18
77,113
386,238
882,207
468,266
539,275
571,62
620,185
49,182
853,372
715,303
977,210
5,416
113,499
182,343
528,60
843,211
18,274
479,495
757,374
256,473
410,363
765,309
637,252
203,182
983,419
311,128
909,3
582,240
737,439
560,97
158,444
354,207
674,25
483,137
780,6
119,311
340,22
111,43
730,170
809,290
382,395
803,36
439,479
747,401
647,125
378,170
283,168
648,300
281,391
177,176
386,74
940,492
542,176
908,358
943,293
183,327
686,311
627,187
498,150
385,267
847,329
970,391
514,387
119,488
547,79
589,7
3,480
324,205
469,282
224,462
337,2
600,391
779,44
924,136
762,184
852,111
125,162
100,492
832,263
731,2
972,49
3,51
604,263
587,252
787,211
239,180
460,5
153,80
201,345
1,151
797,64
80,484
301,248
66,345
776,126
122,450
24,306
223,299
601,154
76,59
190,216
342,72
827,426
742,252
364,419
614,238
973,500
697,481
51,56
674,281
687,141
638,140
387,73
438,321
541,403
365,157
616,92
944,30
266,484
563,325
937,13
112,139
638,146
26,201
987,489
632,449
424,97
676,249
289,363
635,227
908,416
584,262
423,127
49,173
990,89
971,242
218,3
450,219
413,155
992,285
73,360
758,140
544,264
880,212
382,371
731,209
315,50
986,407
558,102
838,94
867,224
604,139
92,30
960,265
621,371
607,406
961,48
978,359
11,131
526,68
519,266
192,132
742,289
183,214
624,16
946,380
84,28
704,245
267,217
454,22
963,259
418,97
703,429
583,214
604,350
474,51
374,450
560,136
984,293
130,105
179,221
577,248
942,79
876,338
739,20
617,478
675,365
319,104
863,252
705,289
511,409
655,272
152,334
447,409
390,42
625,306
986,486
199,454
980,139
283,340
9,28
603,12
463,37
0,361
598,260
285,303
969,111
314,248
362,403
151,62
747,216
246,75
560,259
129,258
67,409
387,382
759,169
707,373
694,361
898,419
6,230
430,493
902,154
359,245
206,67
518,120
924,395
222,463
843,419
938,131
46,485
662,452
475,294
226,477
50,196
969,90
988,217
680,334
89,285
945,428
401,6
463,278
308,255
740,90
990,414
863,497
938,279
153,450
503,283
38,387
336,346
288,370
668,29
719,487
686,115
230,14
960,471
631,17
480,303
662,113
53,404
682,182
938,187
232,92
832,136
978,304
811,422
613,456
787,43
416,120
330,278
704,54
397,470
184,225
260,337
902,306
315,86
193,36
675,477
318,135
963,362
554,103
423,246
58,451
251,38
294,472
353,380
348,28
558,436
912,193
283,379
865,347
630,300
503,72
137,369
273,241
362,169
307,162
650,476
260,258
602,267
517,244
654,286
365,28
157,424
634,163
673,378
379,279
465,209
737,477
870,334
579,432
147,43
200,11
565,245
430,371
450,245
194,316
966,124
737,287
408,354
811,88
43,463
439,14
840,77
337,284
321,406
369,119
753,399
717,146
655,169
62,45
664,332
64,495
252,210
58,111
601,283
398,311
196,80
515,260
271,284
541,421
252,71
534,110
831,490
934,188
441,304
174,464
289,481
747,450
909,272
789,202
718,270
71,2
329,458
657,165
714,496
912,415
436,107
624,277
843,310
0,489
490,130
395,53
911,179
319,429
452,242
494,318
50,260
642,198
582,301
358,150
573,46
119,335
428,292
177,172
111,107
478,389
595,91
161,162
712,451
561,88
246,252
545,53
664,372
28,278
30,341
325,361
76,300
293,121
128,191
902,308
985,264
676,31
755,107
172,261
551,404
124,274
830,217
57,195
606,411
928,271
902,441
764,116
755,169
686,376
965,300
883,52
516,69
207,400
788,234
783,165
495,354
724,179
585,183
939,378
751,468
2,49
897,59
405,498
423,454
982,329
455,183
627,315
76,194
402,251
682,203
711,46
206,218
606,76
643,176
395,295
863,411
54,219
604,233
693,111
490,50
482,252
257,32
908,211
900,304
961,246
74,372
40,244
367,443
620,125
727,162
909,395
618,449
417,186
130,365
944,435
769,161
237,68
384,123
384,280
682,283
936,270
376,471
934,411
309,470
692,174
761,279
797,285
867,393
638,18
552,1
434,279
984,196
539,310
479,436
964,200
329,90
172,430
279,290
724,200
334,266
546,94
942,328
758,368
704,296
777,426
801,207
222,149
171,74
345,58
675,430
652,372
661,33
320,408
795,155
408,430
589,392
704,422
578,301
309,38
652,433
895,19
554,221
609,295
255,88
66,375
279,227
243,21
90,169
904,313
193,87
332,320
334,195
460,258
744,66
198,63
939,160
259,145
670,68
215,92
342,45
170,250
560,145
638,238
996,469
720,44
5,310
12,332
356,239
986,81
117,227
181,473
321,266
985,119
634,12
100,44
253,430
93,214
970,354
113,87
159,321
989,474
634,284
774,273
845,253
76,48
156,248
485,482
42,306
806,250
673,333
211,111
881,214
904,209
503,320
968,428
647,38
82,319
389,189
404,332
340,364
968,75
521,309
155,416
106,361
916,429
920,375
762,281
612,297
390,496
278,224
319,245
280,455
356,471
409,133
172,299
197,60
25,49
842,17
339,389
925,406
601,42
267,321
747,487
940,268
731,270
1,174
561,175
622,429
205,317
427,71
320,92
500,86
91,311
176,298
497,20
631,289
529,271
965,449
227,396
595,362
875,341
716,438
499,408
13,295
987,317
606,81
332,257
61,97
883,392
906,246
497,485
116,211
990,132
90,309
805,175
167,115
459,42
516,368
737,186
481,2
810,329
383,269
862,316
516,330
580,301
129,218
758,196
88,383
758,110
639,279
391,338
370,456
414,193
213,248
919,16
638,409
20,127
977,113
72,108
45,360
162,122
900,107
157,194
800,378
772,17
136,93
523,372
138,229
8,297
458,333
161,94
105,280
439,476
553,247
167,453
300,228
594,363
445,127
570,262
438,247
853,289
280,100
798,470
433,380
110,47
360,317
106,376
324,16
230,211
106,240
519,488
901,357
158,211
744,239
825,15
655,54
299,377
292,297
212,230
293,176
163,294
882,223
639,278
908,4
813,293
889,96
980,51
196,135
828,59
282,319
997,251
295,364
812,226
519,430
952,498
353,346
811,351
109,246
164,213
909,488
361,98
674,167
553,252
590,143
8,154
910,259
763,341
371,84
243,231
278,240
944,4
432,196
994,146
404,359
132,47
140,409
797,121
256,277
491,138
669,96
788,485
537,246
95,426
717,139
725,81
196,118
414,462
776,498
341,410
196,62
125,274
899,187
381,459
983,310
102,285
422,179
878,256
871,46
717,280
66,476
573,304
14,90
695,131
180,114
735,317
728,12
377,25
624,493
277,368
636,418
38,457
437,443
265,278
747,14
793,168
207,199
87,232
71,379
454,500
296,383
125,256
421,127
197,464
717,283
930,395
571,228
887,366
599,4
738,253
106,225
542,351
926,169
143,208
196,148
809,107
303,274
265,14
974,132
69,212
823,465
959,185
975,286
708,117
822,343
435,222
551,172
625,224
973,242
610,493
800,459
218,390
575,409
593,229
488,186
940,367
875,124
864,150
444,378
298,452
471,67
18,124
318,36
806,375
94,236
795,186
616,118
966,147
3,296
328,458
734,339
312,47
